iter	RMSE
574	1.759867812
575	1.752555473
576	1.743769257
577	1.738067558
578	1.729341727
579	1.726984494
580	1.725764593
581	1.718191672
582	1.712914098
583	1.703593985
584	1.697828041
585	1.697062799
586	1.696135503
587	1.685303576
588	1.67852647
589	1.676270259
590	1.668193066
591	1.660159467
592	1.659352848
593	1.657575481
594	1.647167561
595	1.638205001
596	1.624357393
597	1.622648193
598	1.615217004
599	1.611416991
600	1.59978302
601	1.5898545
602	1.589616137
603	1.589159406
604	1.579808732
605	1.573767281
606	1.572649399
607	1.566605941
608	1.559999386
609	1.546885286
610	1.542803526
611	1.537683034
612	1.535845586
613	1.530350617
614	1.519664849
615	1.514047991
616	1.5059849
617	1.498923043
618	1.493892228
619	1.488694593
620	1.483820843
621	1.479448272
622	1.472110048
623	1.471267738
624	1.467732069
625	1.459824327
626	1.457463067
627	1.45653561
628	1.447925621
629	1.441883843
630	1.439928264
631	1.43258271
632	1.42455899
633	1.414318757
634	1.406662224
635	1.39616053
636	1.394116518
637	1.387192082
638	1.383518515
639	1.379805047
640	1.379177254
641	1.371647067
642	1.370897163
643	1.366580047
644	1.365485312
645	1.36292354
646	1.358936695
647	1.354679517
648	1.350223688
649	1.349236647
650	1.344299867
651	1.3424818
652	1.339422808
653	1.335214433
654	1.330431383
655	1.324960561
656	1.318956697
657	1.316323827
658	1.312814565
659	1.309395493
660	1.307764196
661	1.30297932
662	1.299982679
663	1.297286018
664	1.295797154
665	1.289597282
666	1.280759464
667	1.274228791
668	1.268848867
669	1.261248831
670	1.256268624
671	1.24773768
672	1.247104135
673	1.240159456
674	1.235621178
675	1.230797654
676	1.23042558
677	1.223259919
678	1.216402471
679	1.211897531
680	1.207949293
681	1.206783543
682	1.204820463
683	1.197707297
684	1.195260405
685	1.19377221
686	1.188209388
687	1.186768256
688	1.185080145
689	1.182101034
690	1.1768174
691	1.175118936
692	1.173786429
693	1.169357981
694	1.163947863
695	1.158556363
696	1.154015083
697	1.149525423
698	1.147958715
699	1.14418205
700	1.140915138
701	1.135939811
702	1.128414284
703	1.124510623
704	1.11782269
705	1.111968205
706	1.103340689
707	1.095989843
708	1.092185243
709	1.091310542
710	1.089147701
711	1.081821393
712	1.081391012
713	1.080295494
714	1.07743663
715	1.069577117
716	1.065133723
717	1.063968767
718	1.062304994
719	1.057914035
720	1.056216074
721	1.050737562
722	1.048767507
723	1.042204449
724	1.037991155
725	1.036015817
726	1.030730763
727	1.02809313
728	1.026198486
729	1.02420354
730	1.020913052
731	1.020142975
732	1.0188578
733	1.014501411
734	1.012518913
735	1.011354003
736	1.010849635
737	1.009868314
738	1.007864822
739	1.00033108
740	0.9959458727
741	0.9950673135
742	0.9904687453
743	0.9865049657
744	0.9857416441
745	0.9826005068
746	0.9818623512
747	0.9790413296
748	0.9757332674
749	0.9741708215
750	0.9713784185
751	0.9661737989
752	0.9656119801
753	0.9637181925
754	0.9610882662
755	0.9577968692
756	0.9561338368
757	0.9539806339
758	0.9509134827
759	0.9454230659
760	0.9412776899
761	0.935716597
762	0.9324677057
763	0.9283095517
764	0.9265576275
765	0.9234454033
766	0.9192645004
767	0.9182866547
768	0.91488657
769	0.9142905057
770	0.909601115
771	0.9094551231
772	0.906762763
773	0.9047264331
774	0.9015454743
775	0.8968300136
776	0.8948468305
777	0.8941707652
778	0.8914802537
779	0.8870782147
780	0.886549974
781	0.8819053766
782	0.8764724802
783	0.8748320561
784	0.8742808761
785	0.8736270781
786	0.8706435321
787	0.8692423045
788	0.8616166637
789	0.8555359354
790	0.8547230723
791	0.8524113106
792	0.8515426691
793	0.850015538
794	0.84957391
795	0.8475798316
796	0.8438293863
797	0.841328226
798	0.8359453666
799	0.8330008686
800	0.8281232101
801	0.8224943468
802	0.8201913778
803	0.8161518607
804	0.8152281093
805	0.8121679459
806	0.8097364525
807	0.8093420358
808	0.8049528828
809	0.8017342945
810	0.8010962489
811	0.800502432
812	0.7988547148
813	0.7926948775
814	0.7879282953
815	0.7854275196
816	0.7835922831
817	0.7802569922
818	0.7795297087
819	0.7794501986
820	0.777247779
821	0.7763579505
822	0.7743621738
823	0.7714161201
824	0.7698248562
825	0.766583205
826	0.7642878303
827	0.764213177
828	0.762684775
829	0.7608449567
830	0.7565348046
831	0.7557172213
832	0.7528020659
833	0.7513096236
834	0.7480543062
835	0.7470504923
836	0.7469265294
837	0.744050481
838	0.7429609225
839	0.738788633
840	0.7383237105
841	0.736584372
842	0.7365186012
843	0.735035539
844	0.7349731942
845	0.7345497928
846	0.7323886457
847	0.7320792829
848	0.7288914329
849	0.7274666083
850	0.7259472546
851	0.7248237652
852	0.719987409
853	0.7175727109
854	0.7169244829
855	0.7168701864
856	0.7130881951
857	0.7105572579
858	0.7099251593
859	0.7067227263
860	0.7024377453
861	0.7012927416
862	0.6985020509
863	0.697179954
864	0.6971291369
865	0.6948837135
866	0.6937941462
867	0.692446538
868	0.6907150687
869	0.6890754307
870	0.6875888436
871	0.6864976045
872	0.6831996545
873	0.6826942392
874	0.6826430442
875	0.6825943232
876	0.6799362738
877	0.6794173704
878	0.6768746599
879	0.6754213667
880	0.6723740553
881	0.6713276459
882	0.6706377307
883	0.6667819096
884	0.6645021301
885	0.6628929744
886	0.6620373974
887	0.6576476761
888	0.6565295547
889	0.6530598738
890	0.6524685922
891	0.651862741
892	0.6506082718
893	0.6492657559
894	0.6483308676
895	0.6479512873
896	0.6475467333
897	0.6470546219
898	0.6447608662
899	0.6427160698
900	0.6412257701
901	0.640494924
902	0.6388299444
903	0.6354508408
904	0.634917944
905	0.6348098657
906	0.6326671605
907	0.631765862
908	0.629988907
909	0.6291800268
910	0.627926943
911	0.6259808679
912	0.6232160413
913	0.6203683288
914	0.6186061155
915	0.6173337005
916	0.6150033538
917	0.6116461172
918	0.6104741631
919	0.6077211062
920	0.6054837584
921	0.6032930107
922	0.6019278332
923	0.5995245281
924	0.5986292226
925	0.5974931688
926	0.5957123885
927	0.5946314317
928	0.5931998909
929	0.5895724049
930	0.5888144709
931	0.5877181732
932	0.5868549035
933	0.586147629
934	0.5849553494
935	0.5823620726
936	0.5814806134
937	0.5800139521
938	0.5787912053
939	0.5753499334
940	0.5731762761
941	0.572229787
942	0.5711708053
943	0.5708389034
944	0.5678645925
945	0.5660740452
946	0.5627901085
947	0.5621771603
948	0.5617807034
949	0.558610934
950	0.5560871565
951	0.5556742451
952	0.5543193728
953	0.5507754942
954	0.5496002958
955	0.5481125113
956	0.5469095999
957	0.5441133262
958	0.5435508664
959	0.5430955314
960	0.5411985131
961	0.539416041
962	0.5370899019
963	0.5346635279
964	0.5334635871
965	0.5317722409
966	0.5295807541
967	0.5283638756
968	0.5274941319
969	0.5266881634
970	0.5261557265
971	0.5253678112
972	0.5246061316
973	0.5215973697
974	0.520860252
975	0.5186877113
976	0.5175345328
977	0.5164676543
978	0.5147137284
979	0.5137167164
980	0.5132276412
981	0.5116326421
982	0.5104546356
983	0.5077293053
984	0.5067373735
985	0.506232641
986	0.5055860625
987	0.5038646597
988	0.5016861935
989	0.5010618213
990	0.5000899537
991	0.4975717057
992	0.4952868692
993	0.4943664058
994	0.4938432067
995	0.4909499414
996	0.4877571432
997	0.48517504
998	0.483324446
999	0.4828312438
1000	0.4804256909
1001	0.4790760027
1002	0.4773570618
1003	0.4734531372
1004	0.4730917875
1005	0.4727526851
1006	0.4726376887
1007	0.4696865162
1008	0.4686407183
1009	0.4662976031
1010	0.4659964509
1011	0.4656062277
1012	0.4649216151
1013	0.4624658967
1014	0.4611745105
1015	0.4601048398
1016	0.4596847256
1017	0.4564805418
1018	0.4559564386
1019	0.4555244724
1020	0.4543322457
1021	0.4536770597
1022	0.4525424701
1023	0.4521677241
1024	0.4485846151
1025	0.4480246768
1026	0.4461355455
1027	0.4454998333
1028	0.442899678
1029	0.4411559079
1030	0.4406533393
1031	0.4405406388
1032	0.4387249692
1033	0.4374698292
1034	0.4362019955
1035	0.4359816388
1036	0.434912055
1037	0.4342059019
1038	0.4334654225
1039	0.4323745113
1040	0.4309070755
1041	0.4286008674
1042	0.4260225643
1043	0.4242521437
1044	0.4236876407
1045	0.423637603
1046	0.4222087409
1047	0.4210010904
1048	0.4192803617
1049	0.419063332
1050	0.4177679989
1051	0.4158880483
1052	0.4150564111
1053	0.4131287365
1054	0.4102886902
1055	0.4098307882
1056	0.4089073001
1057	0.4072869365
1058	0.4069338986
1059	0.4064533464
1060	0.4053148319
1061	0.4044846361
1062	0.404172228
